# Modified version of U.S. Harvest by Stock.Age.csv:  changed col labels and fishery labels; added row total,,,,,,,,,,,,,,
#  this file summarizes harvest by age and stock based on annually published U.S. harvest origins reports,,,,,,,,,,,,,,
# Note Upper  = Canada  (this is original form of data; automatically changed to Canada in the code),,,,,,,,,,,,,,
#  Harvest estimates have been updated since originally published,,,,,,,,,,,,,,
# therefore harvest information should only be used to calculate percentages of harvest by age.stock.fishery,,,,,,,,,,,,,,
Year ,District ,Fishery ,Stock ,Age1.1,Age1.2,Age1.3,Age2.2,Age1.4,Age2.3,Age1.5,Age2.4,Age1.6,Age2.5,Total
1991,5,US_Subsistence,Upper,0,862,8166,115,5941,187,930,47,0,0,16248
1991,6,US_Comm,Middle,0,299,745,0,119,0,0,0,0,0,1163
1991,6,US_Sport,Middle,1,64,387,0,271,1,48,0,0,1,773
1991,6,US_Subsistence,Middle,0,900,2247,0,360,0,0,0,0,0,3507
1991,7,US_Comm,Upper,0,579,5482,77,3988,125,624,31,0,0,10906
1991,7,US_Subsistence,Upper,0,515,4876,68,3547,112,555,28,0,0,9701
1992,1,US_Comm,Lower,0,1384,4361,0,10182,1,1016,0,0,2,16946
1992,1,US_Comm,Middle,0,1268,1395,0,11247,21,235,17,0,2,14185
1992,1,US_Comm,Upper,0,242,5856,0,36292,76,1315,228,0,2,44011
1992,1,US_Subsistence,Lower,0,36,197,0,584,0,47,0,0,0,864
1992,1,US_Subsistence,Middle,0,47,72,0,413,0,6,1,0,0,539
1992,1,US_Subsistence,Upper,0,5,300,0,3297,0,107,29,0,0,3738
1992,2,US_Comm,Lower,0,672,2819,3,4487,0,402,0,0,0,8383
1992,2,US_Comm,Middle,0,652,1185,5,8719,11,173,19,0,0,10764
1992,2,US_Comm,Upper,0,51,2337,0,15721,36,628,189,0,30,18992
1992,2,US_Subsistence,Lower,0,14,197,0,688,0,64,0,0,0,963
1992,2,US_Subsistence,Middle,0,59,233,0,1774,0,31,6,0,0,2103
1992,2,US_Subsistence,Upper,0,3,284,0,3483,0,131,70,0,37,4008
1992,3,US_Comm,Lower,0,7,74,0,185,0,18,0,0,0,284
1992,3,US_Comm,Middle,0,28,108,1,623,0,15,2,0,0,777
1992,3,US_Comm,Upper,0,0,68,0,650,0,35,5,0,0,758
1992,3,US_Subsistence,Lower,0,18,194,0,486,0,47,0,0,0,745
1992,3,US_Subsistence,Middle,0,74,283,3,1635,0,39,5,0,0,2039
1992,3,US_Subsistence,Upper,0,0,178,0,1706,0,92,13,0,0,1989
1992,4,US_Comm,Lower,9,154,279,0,76,0,15,0,0,0,533
1992,4,US_Comm,Middle,9,616,406,0,256,0,13,0,0,0,1300
1992,4,US_Comm,Upper,9,0,256,0,267,0,29,0,0,0,561
1992,4,US_Subsistence,Lower,27,466,844,0,230,0,45,0,0,0,1612
1992,4,US_Subsistence,Middle,27,1863,1228,0,774,0,39,0,0,0,3931
1992,4,US_Subsistence,Upper,27,0,774,0,807,0,88,0,0,0,1696
1992,5,US_Comm,Upper,0,580,1318,0,1918,26,13,0,0,0,3855
1992,5,US_Subsistence,Upper,0,2656,6035,0,8783,119,60,0,0,0,17653
1992,6,US_Comm,Middle,18,408,204,4,151,0,0,0,0,0,785
1992,6,US_Sport,Middle,6,150,102,1,167,1,3,1,0,0,431
1992,6,US_Subsistence,Middle,85,1945,975,20,721,0,0,0,0,0,3746
1992,7,US_Comm,Upper,0,1636,3719,0,5412,73,37,0,0,0,10877
1992,7,US_Subsistence,Upper,0,1057,2402,0,3496,47,24,0,0,0,7026
1993,1,US_Comm,Lower,0,820,1739,0,13428,0,741,0,0,4,16732
1993,1,US_Comm,Middle,0,1761,5237,0,6163,56,245,0,0,4,13466
1993,1,US_Comm,Upper,0,157,3902,0,12570,145,3205,513,0,4,20496
1993,1,US_Subsistence,Lower,0,7,274,0,1888,0,96,0,0,7,2272
1993,1,US_Subsistence,Middle,0,74,1222,0,1592,7,59,0,0,7,2961
1993,1,US_Subsistence,Upper,0,7,1207,0,3139,15,726,89,0,7,5190
1993,2,US_Comm,Lower,5,608,1941,0,8375,0,507,0,0,4,11440
1993,2,US_Comm,Middle,14,1134,2246,0,5080,50,182,0,0,4,8710
1993,2,US_Comm,Upper,5,227,4386,0,9891,111,2327,356,0,4,17307
1993,2,US_Subsistence,Lower,0,8,303,0,2086,0,106,0,0,8,2511
1993,2,US_Subsistence,Middle,0,82,1350,0,1759,8,65,0,0,8,3272
1993,2,US_Subsistence,Upper,0,8,1333,0,3468,16,802,98,0,8,5733
1993,3,US_Comm,Lower,0,20,71,0,359,0,20,0,0,0,470
1993,3,US_Comm,Middle,1,42,87,0,217,3,7,0,0,0,357
1993,3,US_Comm,Upper,0,7,127,0,438,5,90,7,0,0,674
1993,3,US_Subsistence,Lower,0,5,170,0,1173,0,60,0,0,4,1412
1993,3,US_Subsistence,Middle,0,46,759,0,989,4,37,0,0,4,1839
1993,3,US_Subsistence,Upper,0,4,750,0,1950,9,451,55,0,4,3223
1993,4,US_Comm,Lower,0,205,105,3,133,0,4,0,0,0,450
1993,4,US_Comm,Middle,23,431,130,3,81,4,1,0,0,0,673
1993,4,US_Comm,Upper,0,72,189,3,162,8,20,0,0,0,454
1993,4,US_Subsistence,Lower,0,1506,771,22,977,0,29,0,0,0,3305
1993,4,US_Subsistence,Middle,169,3165,955,22,595,29,7,0,0,0,4942
1993,4,US_Subsistence,Upper,0,529,1388,22,1190,59,147,0,0,0,3335
1993,5,US_Comm,Upper,0,922,921,0,992,11,123,34,0,5,3008
1993,5,US_Subsistence,Upper,0,5945,5939,0,6396,71,793,219,0,32,19395
1993,6,US_Comm,Middle,31,685,424,0,299,0,6,0,0,0,1445
1993,6,US_Sport,Middle,12,488,682,0,495,1,17,0,0,0,1695
1993,6,US_Subsistence,Middle,132,2949,1877,0,1326,0,27,0,0,0,6311
1993,7,US_Comm,Upper,0,3173,3169,0,3413,38,423,117,0,17,10350
1993,7,US_Subsistence,Upper,0,1919,1917,0,2065,23,256,71,0,10,6261
1994,1,US_Comm,Lower,1,978,6962,0,7302,0,534,0,0,29,15806
1994,1,US_Comm,Middle,1,219,2880,0,9516,14,384,0,0,0,13014
1994,1,US_Comm,Upper,1,188,15525,0,17131,63,1807,262,0,5,34982
1994,1,US_Subsistence,Lower,4,47,426,0,469,0,43,0,0,0,989
1994,1,US_Subsistence,Middle,4,22,409,0,1087,0,56,0,0,0,1578
1994,1,US_Subsistence,Upper,4,21,1914,0,1880,0,247,21,0,0,4087
1994,2,US_Comm,Lower,0,199,6324,0,5048,0,400,0,0,0,11971
1994,2,US_Comm,Middle,0,110,3224,0,6241,11,241,0,0,0,9827
1994,2,US_Comm,Upper,0,56,7979,0,10693,41,1091,0,0,104,19964
1994,2,US_Subsistence,Lower,5,64,578,0,637,0,58,0,0,0,1342
1994,2,US_Subsistence,Middle,5,30,555,0,1476,0,76,0,0,0,2142
1994,2,US_Subsistence,Upper,5,29,2599,0,2553,0,335,0,0,29,5550
1994,3,US_Comm,Lower,0,6,138,0,109,0,6,0,0,0,259
1994,3,US_Comm,Middle,0,5,151,0,191,0,6,0,0,0,353
1994,3,US_Comm,Upper,0,2,199,0,272,1,21,7,0,0,502
1994,3,US_Subsistence,Lower,0,31,726,0,573,0,32,0,0,0,1362
1994,3,US_Subsistence,Middle,0,26,794,0,1004,0,32,0,0,0,1856
1994,3,US_Subsistence,Upper,0,10,1047,0,1430,5,111,37,0,0,2640
1994,4,US_Comm,Lower,5,91,441,0,123,0,7,0,0,0,667
1994,4,US_Comm,Middle,5,73,483,0,216,0,7,0,0,0,784
1994,4,US_Comm,Upper,5,18,636,0,308,0,25,0,0,0,992
1994,4,US_Subsistence,Lower,21,381,1825,0,509,0,29,0,0,0,2765
1994,4,US_Subsistence,Middle,21,302,1999,0,894,0,29,0,0,0,3245
1994,4,US_Subsistence,Upper,21,74,2632,0,1275,0,99,0,0,0,4101
1994,5,US_Comm,Upper,17,485,2150,0,976,0,116,0,0,0,3744
1994,5,US_Subsistence,Upper,87,2475,10970,0,4980,0,592,0,0,0,19104
1994,6,US_Comm,Middle,145,376,1115,0,912,0,58,0,0,0,2606
1994,6,US_Sport,Middle,8,63,932,0,1185,6,87,0,0,0,2281
1994,6,US_Subsistence,Middle,211,549,1627,0,1330,0,85,0,0,0,3802
1994,7,US_Comm,Upper,55,1558,6907,0,3135,0,373,0,0,0,12028
1994,7,US_Subsistence,Upper,42,1190,5277,0,2396,0,285,0,0,0,9190
1995,1,US_Comm,Lower,0,1679,2809,0,14633,34,501,8,0,18,19682
1995,1,US_Comm,Middle,0,428,1604,0,17304,34,600,206,0,18,20194
1995,1,US_Comm,Upper,0,485,4596,0,31136,34,2031,8,0,18,38308
1995,1,US_Subsistence,Lower,0,0,0,0,771,5,10,0,0,0,786
1995,1,US_Subsistence,Middle,0,29,39,0,644,5,9,0,0,0,726
1995,1,US_Subsistence,Upper,0,67,455,0,3796,5,125,0,0,0,4448
1995,2,US_Comm,Lower,6,1303,1180,86,4027,47,54,2,0,0,6705
1995,2,US_Comm,Middle,28,565,1332,86,6746,47,119,410,0,0,9333
1995,2,US_Comm,Upper,6,103,2297,86,22146,47,807,2,0,0,25494
1995,2,US_Subsistence,Lower,0,66,92,64,697,16,20,0,0,0,955
1995,2,US_Subsistence,Middle,0,62,202,64,2074,16,62,209,0,0,2689
1995,2,US_Subsistence,Upper,0,14,226,64,4729,16,344,0,0,0,5393
1995,3,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
1995,3,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
1995,3,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
1995,3,US_Subsistence,Lower,0,24,33,23,530,8,11,0,0,0,629
1995,3,US_Subsistence,Middle,0,33,87,23,982,8,26,76,0,0,1235
1995,3,US_Subsistence,Upper,0,29,246,23,3080,8,169,0,0,0,3555
1995,4,US_Comm,Lower,0,127,36,0,48,1,2,0,0,0,214
1995,4,US_Comm,Middle,0,31,26,0,101,1,7,0,0,0,166
1995,4,US_Comm,Upper,0,0,11,0,91,1,16,0,0,0,119
1995,4,US_Subsistence,Lower,0,1548,375,0,782,16,33,0,0,0,2754
1995,4,US_Subsistence,Middle,0,1026,554,0,1645,16,114,0,0,0,3355
1995,4,US_Subsistence,Upper,0,0,261,0,0,1483,16,261,0,0,2021
1995,5,US_Comm,Upper,0,454,859,0,1845,10,61,13,0,0,3242
1995,5,US_Subsistence,Upper,0,2301,4354,0,9351,51,309,66,0,0,16432
1995,6,US_Comm,Middle,0,793,479,0,1364,0,111,0,0,0,2747
1995,6,US_Sport,Middle,2,248,538,0,1653,0,72,12,0,0,2525
1995,6,US_Subsistence,Middle,0,1142,690,0,1964,0,160,0,0,0,3956
1995,7,US_Comm,Upper,0,1561,2953,0,6343,34,210,45,0,0,11146
1995,7,US_Subsistence,Upper,0,1364,2581,0,5544,30,183,39,0,0,9741
1996,1,US_Comm,Lower,0,178,2127,0,8202,0,5363,12,0,72,15954
1996,1,US_Comm,Middle,6,423,6110,0,369,0,613,0,0,48,7569
1996,1,US_Comm,Upper,0,65,13306,0,13174,232,7901,91,0,48,34817
1996,1,US_Subsistence,Lower,0,6,171,0,0,460,0,399,0,3,1039
1996,1,US_Subsistence,Middle,0,10,325,0,0,0,0,0,0,0,335
1996,1,US_Subsistence,Upper,0,2,1021,0,0,684,11,535,0,19,2272
1996,2,US_Comm,Lower,5,50,861,0,4808,1,2926,17,0,135,8803
1996,2,US_Comm,Middle,11,105,1484,0,120,0,189,0,0,1,1910
1996,2,US_Comm,Upper,1,46,11980,0,4409,178,2802,79,0,1,19496
1996,2,US_Subsistence,Lower,0,0,0,0,1524,0,963,6,0,84,2577
1996,2,US_Subsistence,Middle,0,27,376,0,0,0,0,0,0,0,403
1996,2,US_Subsistence,Upper,0,16,3567,0,753,21,428,15,0,0,4800
1996,3,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
1996,3,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
1996,3,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
1996,3,US_Subsistence,Lower,0,4,101,0,1178,0,808,5,0,50,2146
1996,3,US_Subsistence,Middle,0,22,416,0,0,0,0,0,0,0,438
1996,3,US_Subsistence,Upper,0,11,2724,0,853,19,572,20,0,0,4199
1996,4,US_Comm,Lower,0,0,3,0,32,0,11,1,0,0,47
1996,4,US_Comm,Middle,0,0,5,0,1,0,0,0,0,0,6
1996,4,US_Comm,Upper,0,0,38,0,29,0,11,6,0,0,84
1996,4,US_Subsistence,Lower,0,0,147,0,1832,0,660,73,0,0,2712
1996,4,US_Subsistence,Middle,0,0,293,0,73,0,0,0,0,0,366
1996,4,US_Subsistence,Upper,0,0,2198,0,1686,0,660,366,0,0,4910
1996,5,US_Comm,Upper,0,129,1776,14,613,82,123,20,0,0,2757
1996,5,US_Subsistence,Upper,0,728,10026,79,3460,463,694,113,0,0,15563
1996,6,US_Comm,Middle,67,154,195,0,21,0,10,0,0,0,447
1996,6,US_Sport,Middle,74,199,1313,0,823,0,742,0,0,0,3151
1996,6,US_Subsistence,Middle,264,607,768,0,83,0,39,0,0,0,1761
1996,7,US_Comm,Upper,0,712,4782,0,3860,0,810,0,0,0,10164
1996,7,US_Subsistence,Upper,0,666,4473,0,3611,0,758,0,0,0,9508
1997,1,US_Comm,Lower,0,2928,2879,0,18962,0,89,0,0,0,24858
1997,1,US_Comm,Middle,0,574,604,0,12170,0,251,0,0,0,13599
1997,1,US_Comm,Upper,0,200,4414,0,25254,0,828,42,0,0,30738
1997,1,US_Subsistence,Lower,0,176,209,0,2170,0,10,0,0,0,2565
1997,1,US_Subsistence,Middle,0,4,4,0,1138,0,25,0,0,0,1171
1997,1,US_Subsistence,Upper,0,39,776,0,2875,0,101,23,0,0,3814
1997,2,US_Comm,Lower,0,1271,1203,0,11396,0,32,0,0,0,13902
1997,2,US_Comm,Middle,0,9,3,0,5286,0,67,0,0,0,5365
1997,2,US_Comm,Upper,0,343,3291,0,16126,0,304,32,0,0,20096
1997,2,US_Subsistence,Lower,0,0,0,0,2377,0,4,0,0,0,2381
1997,2,US_Subsistence,Middle,0,0,0,0,974,0,6,0,0,0,980
1997,2,US_Subsistence,Upper,0,188,973,0,4775,0,53,0,0,0,5989
1997,3,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
1997,3,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
1997,3,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
1997,3,US_Subsistence,Lower,0,90,107,0,1732,0,6,0,0,0,1935
1997,3,US_Subsistence,Middle,0,2,2,0,837,0,14,0,0,0,855
1997,3,US_Subsistence,Upper,0,69,652,0,2723,0,65,12,0,0,3521
1997,4,US_Comm,Lower,0,106,74,0,360,0,1,0,0,0,541
1997,4,US_Comm,Middle,0,1,0,0,167,0,2,0,0,0,170
1997,4,US_Comm,Upper,0,28,200,0,509,0,9,0,0,0,746
1997,4,US_Subsistence,Lower,0,830,580,0,2820,0,8,0,0,0,4238
1997,4,US_Subsistence,Middle,0,8,0,0,1308,0,16,0,0,0,1332
1997,4,US_Subsistence,Upper,0,219,1567,0,3988,0,71,0,0,0,5845
1997,5,US_Comm,Upper,0,372,650,0,2453,21,85,97,0,0,3678
1997,5,US_Subsistence,Upper,0,1794,3134,0,11828,101,410,468,0,0,17735
1997,6,US_Comm,Middle,0,1545,510,0,673,0,0,0,0,0,2728
1997,6,US_Sport,Middle,2,451,267,0,1165,0,27,1,0,0,1913
1997,6,US_Subsistence,Middle,0,2226,735,0,969,0,0,0,0,0,3930
1997,7,US_Comm,Upper,0,537,939,0,3542,30,123,140,0,0,5311
1997,7,US_Subsistence,Upper,0,1135,1982,0,7481,64,259,296,0,0,11217
1998,1,US_Comm,Lower,0,927,7948,0,3236,2,426,5,0,3,12547
1998,1,US_Comm,Middle,0,84,2165,0,246,0,65,0,0,3,2563
1998,1,US_Comm,Upper,0,36,4159,0,5534,21,1399,29,0,3,11181
1998,1,US_Subsistence,Lower,0,83,1872,0,742,0,91,0,0,0,2788
1998,1,US_Subsistence,Middle,0,8,577,0,148,0,41,0,0,0,774
1998,1,US_Subsistence,Upper,0,0,726,0,2343,17,569,25,0,0,3680
1998,2,US_Comm,Lower,0,543,6627,0,2251,3,283,5,0,0,9712
1998,2,US_Comm,Middle,0,26,1274,0,181,0,42,0,0,0,1523
1998,2,US_Comm,Upper,0,9,1983,0,2847,16,750,14,0,0,5619
1998,2,US_Subsistence,Lower,0,108,2444,0,969,0,119,0,0,0,3640
1998,2,US_Subsistence,Middle,0,10,753,0,193,0,54,0,0,0,1010
1998,2,US_Subsistence,Upper,0,0,948,0,3059,22,743,33,0,0,4805
1998,3,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
1998,3,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
1998,3,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
1998,3,US_Subsistence,Lower,0,52,1167,0,463,0,57,0,0,0,1739
1998,3,US_Subsistence,Middle,0,5,359,0,92,0,26,0,0,0,482
1998,3,US_Subsistence,Upper,0,0,452,0,1460,10,355,16,0,0,2293
1998,4,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
1998,4,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
1998,4,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
1998,4,US_Subsistence,Lower,0,145,2387,0,1596,3,189,7,0,6,4333
1998,4,US_Subsistence,Middle,0,53,3516,0,2740,0,701,0,0,6,7016
1998,4,US_Subsistence,Upper,0,4,936,0,2604,30,606,43,0,6,4229
1998,5,US_Comm,Upper,0,8,258,0,185,0,66,0,0,0,517
1998,5,US_Subsistence,Upper,0,226,7297,0,5233,0,1867,0,0,0,14623
1998,6,US_Comm,Middle,5,69,801,0,88,0,0,0,0,0,963
1998,6,US_Sport,Middle,18,66,1083,0,279,0,54,0,0,0,1500
1998,6,US_Subsistence,Middle,14,192,2227,0,245,0,0,0,0,0,2678
1998,7,US_Comm,Upper,0,13,193,0,143,0,41,0,0,0,390
1998,7,US_Subsistence,Upper,0,185,2745,0,2034,0,583,0,0,0,5547
1999,1,US_Comm,Lower,0,739,3663,0,20234,10,283,47,0,0,24976
1999,1,US_Comm,Middle,0,31,324,0,1340,10,16,47,0,0,1768
1999,1,US_Comm,Upper,0,24,1624,0,9562,10,199,47,0,0,11466
1999,1,US_Subsistence,Lower,0,40,350,0,3623,6,32,6,0,0,4057
1999,1,US_Subsistence,Middle,0,12,142,0,311,6,2,6,0,0,479
1999,1,US_Subsistence,Upper,0,1,209,0,2062,5,30,5,0,0,2312
1999,2,US_Comm,Lower,0,557,2009,0,11754,8,188,40,0,0,14556
1999,2,US_Comm,Middle,0,45,177,0,534,8,8,39,0,0,811
1999,2,US_Comm,Upper,0,28,1543,0,10017,8,287,39,0,0,11922
1999,2,US_Subsistence,Lower,0,136,349,0,3902,0,69,0,0,0,4456
1999,2,US_Subsistence,Middle,0,30,112,0,142,0,2,0,0,0,286
1999,2,US_Subsistence,Upper,0,15,618,0,4930,0,134,0,0,0,5697
1999,3,US_Comm,Lower,0,11,56,0,287,1,4,1,0,0,360
1999,3,US_Comm,Middle,0,0,2,0,16,0,0,1,0,0,19
1999,3,US_Comm,Upper,0,0,31,0,125,0,2,1,0,0,159
1999,3,US_Subsistence,Lower,0,101,258,0,2883,0,51,0,0,0,3293
1999,3,US_Subsistence,Middle,0,22,83,0,105,0,2,0,0,0,212
1999,3,US_Subsistence,Upper,0,11,457,0,3643,0,99,0,0,0,4210
1999,4,US_Comm,Lower,0,101,99,0,198,0,3,0,0,0,401
1999,4,US_Comm,Middle,0,47,63,0,35,0,0,0,0,0,145
1999,4,US_Comm,Upper,0,39,257,0,584,0,11,0,0,0,891
1999,4,US_Subsistence,Lower,0,66,565,0,2014,0,44,0,0,0,2689
1999,4,US_Subsistence,Middle,0,66,339,0,351,0,0,0,0,0,756
1999,4,US_Subsistence,Upper,0,66,1413,0,5912,0,88,0,0,0,7479
1999,5,US_Comm,Upper,0,224,914,0,1414,0,52,0,0,0,2604
1999,5,US_Subsistence,Upper,0,1219,4973,0,7693,0,283,0,0,0,14168
1999,6,US_Comm,Middle,0,113,298,0,278,0,0,0,0,0,689
1999,6,US_Sport,Middle,0,74,250,0,697,0,2,0,0,0,1023
1999,6,US_Subsistence,Middle,100,618,717,0,956,0,40,0,0,0,2431
1999,7,US_Comm,Upper,0,0,616,0,2504,0,20,20,0,0,3160
1999,7,US_Subsistence,Upper,0,1,1799,0,7378,0,60,57,0,0,9295
2000,1,US_Comm,Lower,0,40,918,0,1877,0,79,7,0,0,2921
2000,1,US_Comm,Middle,0,14,74,0,379,0,80,7,0,0,554
2000,1,US_Comm,Upper,0,2,377,0,958,0,191,7,0,0,1535
2000,1,US_Subsistence,Lower,0,46,804,0,1975,0,62,10,0,0,2897
2000,1,US_Subsistence,Middle,0,17,67,0,528,0,91,10,0,0,713
2000,1,US_Subsistence,Upper,0,4,647,0,1391,0,229,10,0,0,2281
2000,2,US_Comm,Lower,0,20,771,0,1194,0,51,11,0,0,2047
2000,2,US_Comm,Middle,0,8,48,0,542,0,127,10,0,0,735
2000,2,US_Comm,Upper,0,1,418,0,729,0,165,10,0,0,1323
2000,2,US_Subsistence,Lower,0,89,1827,0,3329,7,163,7,0,0,5422
2000,2,US_Subsistence,Middle,0,26,131,0,1005,7,260,7,0,0,1436
2000,2,US_Subsistence,Upper,0,5,829,0,1794,7,435,7,0,0,3077
2000,3,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
2000,3,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
2000,3,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
2000,3,US_Subsistence,Lower,0,31,852,0,1207,0,64,5,0,0,2159
2000,3,US_Subsistence,Middle,0,9,61,0,364,0,102,5,0,0,541
2000,3,US_Subsistence,Upper,0,2,387,0,651,0,170,4,0,0,1214
2000,4,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
2000,4,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
2000,4,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
2000,4,US_Subsistence,Lower,0,100,675,0,723,0,45,0,0,0,1543
2000,4,US_Subsistence,Middle,0,9,16,0,158,0,53,0,0,0,236
2000,4,US_Subsistence,Upper,0,28,1541,0,1807,0,586,0,0,0,3962
2000,5,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
2000,5,US_Subsistence,Upper,0,62,3404,0,3991,0,1294,0,0,0,8751
2000,6,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
2000,6,US_Sport,Middle,1,71,112,0,82,0,11,0,0,0,277
2000,6,US_Subsistence,Middle,0,64,114,0,1128,0,378,0,0,0,1684
2000,7,US_Comm,Upper,0,22,1007,0,16,2554,0,519,0,0,4118
2000,7,US_Subsistence,Upper,0,4,186,0,3,472,0,96,0,0,761
2001,1,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
2001,1,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
2001,1,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
2001,1,US_Subsistence,Lower,0,300,705,0,3096,0,281,4,0,0,4386
2001,1,US_Subsistence,Middle,0,94,469,0,434,0,47,3,0,0,1047
2001,1,US_Subsistence,Upper,0,5,409,0,1046,0,193,3,0,0,1656
2001,2,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
2001,2,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
2001,2,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
2001,2,US_Subsistence,Lower,0,83,839,0,7021,0,578,0,0,0,8521
2001,2,US_Subsistence,Middle,0,26,558,0,984,0,97,0,0,0,1665
2001,2,US_Subsistence,Upper,0,1,486,0,2372,0,397,0,0,0,3256
2001,3,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
2001,3,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
2001,3,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
2001,3,US_Subsistence,Lower,0,88,486,0,3265,0,172,3,0,0,4014
2001,3,US_Subsistence,Middle,0,28,323,0,458,0,29,3,0,0,841
2001,3,US_Subsistence,Upper,0,1,282,0,1103,0,118,2,0,0,1506
2001,4,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
2001,4,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
2001,4,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
2001,4,US_Subsistence,Lower,10,569,1034,0,1442,21,107,11,0,0,3194
2001,4,US_Subsistence,Middle,22,192,743,0,1839,21,164,11,0,0,2992
2001,4,US_Subsistence,Upper,0,11,733,0,2253,21,340,11,0,0,3369
2001,5,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
2001,5,US_Subsistence,Upper,0,3315,5894,0,4329,0,0,0,0,0,13538
2001,6,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
2001,6,US_Sport,Middle,3,56,192,0,294,0,26,0,0,0,571
2001,6,US_Subsistence,Middle,0,489,1747,0,838,0,0,0,0,0,3074
2001,7,US_Comm,Upper,0,4,431,0,845,0,71,0,0,0,1351
2001,7,US_Subsistence,Upper,0,25,2775,0,5479,0,466,0,0,0,8745
2002,1,US_Comm,Lower,0,309,1457,0,3502,0,546,4,0,0,5818
2002,1,US_Comm,Middle,0,92,211,0,1069,0,359,4,0,0,1735
2002,1,US_Comm,Upper,0,14,568,0,2407,0,535,4,0,0,3528
2002,1,US_Subsistence,Lower,0,487,781,0,214,0,26,0,0,0,1508
2002,1,US_Subsistence,Middle,0,543,355,0,1052,0,275,0,0,0,2225
2002,1,US_Subsistence,Upper,0,78,936,0,730,0,126,0,0,0,1870
2002,2,US_Comm,Lower,0,105,758,0,2292,0,331,0,0,0,3486
2002,2,US_Comm,Middle,0,270,954,0,2897,0,894,0,0,0,5015
2002,2,US_Comm,Upper,0,18,1153,0,1469,0,293,0,0,0,2933
2002,2,US_Subsistence,Lower,0,140,614,0,596,0,88,0,0,0,1438
2002,2,US_Subsistence,Middle,0,156,279,0,2929,0,935,0,0,0,4299
2002,2,US_Subsistence,Upper,0,22,735,0,2032,0,428,0,0,0,3217
2002,3,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
2002,3,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
2002,3,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
2002,3,US_Subsistence,Lower,0,80,357,0,281,0,24,0,0,0,742
2002,3,US_Subsistence,Middle,0,89,162,0,1379,0,253,0,0,0,1883
2002,3,US_Subsistence,Upper,0,13,428,0,957,0,116,0,0,0,1514
2002,4,US_Comm,Lower,0,0,0,0,0,0,0,0,0,0,0
2002,4,US_Comm,Middle,0,0,0,0,0,0,0,0,0,0,0
2002,4,US_Comm,Upper,0,0,0,0,0,0,0,0,0,0,0
2002,4,US_Subsistence,Lower,0,514,864,0,462,0,63,0,0,0,1903
2002,4,US_Subsistence,Middle,0,887,608,0,2042,0,597,0,0,0,4134
2002,4,US_Subsistence,Upper,0,74,934,0,1609,0,310,0,0,0,2927
2002,5,US_Comm,Upper,0,67,252,0,396,0,56,0,0,0,771
2002,5,US_Subsistence,Upper,0,1111,4409,0,6846,0,932,0,0,0,13298
2002,6,US_Comm,Middle,0,94,389,0,305,0,43,0,0,5,836
2002,6,US_Sport,Middle,0,203,838,0,644,0,94,0,0,9,1788
2002,6,US_Subsistence,Middle,0,147,125,0,185,0,23,0,0,0,480
